RECORD,DATE,TIME,TEMP_C,WL_ELEV_M
12016,4/6/2008,7:15:21 AM,7.481,2.5
12018,4/6/2008,8:15:21 AM,7.582,3.0
12020,4/6/2008,9:15:21 AM,7.682,3.2
12022,4/6/2008,10:15:21 AM,7.682,3.2
12024,4/6/2008,11:15:21 AM,7.481,2.8
12026,4/6/2008,12:15:21 PM,7.179,2.2
12028,4/6/2008,1:15:21 PM,6.978,1.7
12030,4/6/2008,2:15:21 PM,6.775,1.4
12032,4/6/2008,3:15:21 PM,6.674,1.4
12034,4/6/2008,4:15:21 PM,6.674,1.3
12036,4/6/2008,5:15:21 PM,6.775,1.3
12038,4/6/2008,6:15:21 PM,6.978,1.3
12040,4/6/2008,7:15:21 PM,7.079,1.7
12042,4/6/2008,8:15:21 PM,7.582,2.4
12044,4/6/2008,9:15:21 PM,8.082,2.8
12046,4/6/2008,10:15:21 PM,8.182,3.0
12048,4/6/2008,11:15:21 PM,8.382,2.8
12050,4/7/2008,12:15:21 AM,8.481,2.3
12052,4/7/2008,1:15:21 AM,8.282,1.8
12054,4/7/2008,2:15:21 AM,8.182,1.4
12056,4/7/2008,3:15:21 AM,8.082,1.2
12058,4/7/2008,4:15:21 AM,7.882,1.2
12060,4/7/2008,5:15:21 AM,7.782,1.2
12062,4/7/2008,6:15:21 AM,7.682,1.5
12064,4/7/2008,7:15:21 AM,7.481,2.3
12066,4/7/2008,8:15:21 AM,7.381,2.9
12068,4/7/2008,9:15:21 AM,7.28,3.2
12070,4/7/2008,10:15:21 AM,7.381,3.3
12072,4/7/2008,11:15:21 AM,7.381,3.1
12074,4/7/2008,12:15:21 PM,7.179,2.7
12076,4/7/2008,1:15:21 PM,7.079,2.1
12078,4/7/2008,2:15:21 PM,6.978,1.6
12080,4/7/2008,3:15:21 PM,6.978,1.4
12082,4/7/2008,4:15:21 PM,6.978,1.4
12084,4/7/2008,5:15:21 PM,7.079,1.3
12086,4/7/2008,6:15:21 PM,7.179,1.3
12088,4/7/2008,7:15:21 PM,7.381,1.3
12090,4/7/2008,8:15:21 PM,7.582,1.7
12092,4/7/2008,9:15:21 PM,8.182,2.4
12094,4/7/2008,10:15:21 PM,8.779,2.7
12096,4/7/2008,11:15:21 PM,9.077,2.8
12098,4/8/2008,12:15:21 AM,9.077,2.5
12100,4/8/2008,1:15:21 AM,8.879,2.1
12102,4/8/2008,2:15:21 AM,8.68,1.6
12104,4/8/2008,3:15:21 AM,8.481,1.3
12106,4/8/2008,4:15:21 AM,8.382,1.2
12108,4/8/2008,5:15:21 AM,8.182,1.2
12110,4/8/2008,6:15:21 AM,8.082,1.1
12112,4/8/2008,7:15:21 AM,7.983,1.8
12114,4/8/2008,8:15:21 AM,7.983,2.5
12116,4/8/2008,9:15:21 AM,7.079,3.0
12118,4/8/2008,10:15:21 AM,6.877,3.3
12120,4/8/2008,11:15:21 AM,6.978,3.2
12122,4/8/2008,12:15:21 PM,6.877,2.9
12124,4/8/2008,1:15:21 PM,6.877,2.4
12126,4/8/2008,2:15:21 PM,6.775,1.8
12128,4/8/2008,3:15:21 PM,6.775,1.5
12130,4/8/2008,4:15:21 PM,6.674,1.4
12132,4/8/2008,5:15:21 PM,6.775,1.3
12134,4/8/2008,6:15:21 PM,6.877,1.3
12136,4/8/2008,7:15:21 PM,7.079,1.2
12138,4/8/2008,8:15:21 PM,7.582,1.2
12140,4/8/2008,9:15:21 PM,8.282,1.6
12142,4/8/2008,10:15:21 PM,9.373,2.3
12144,4/8/2008,11:15:21 PM,10.259,2.6
12146,4/9/2008,12:15:21 AM,10.357,2.7
12148,4/9/2008,1:15:21 AM,10.455,2.4
12150,4/9/2008,2:15:21 AM,10.063,2.0
12152,4/9/2008,3:15:21 AM,9.472,1.5
12154,4/9/2008,4:15:21 AM,9.176,1.3
12156,4/9/2008,5:15:21 AM,8.879,1.2
12158,4/9/2008,6:15:21 AM,8.581,1.2
12160,4/9/2008,7:15:21 AM,8.382,1.5
12162,4/9/2008,8:15:21 AM,8.382,2.2
12164,4/9/2008,9:15:21 AM,8.382,2.7
12166,4/9/2008,10:15:21 AM,7.179,3.1
12168,4/9/2008,11:15:21 AM,6.877,3.3
12170,4/9/2008,12:15:21 PM,6.877,3.1
12172,4/9/2008,1:15:21 PM,6.674,2.7
12174,4/9/2008,2:15:21 PM,6.674,2.2
12176,4/9/2008,3:15:21 PM,6.573,1.6
12178,4/9/2008,4:15:21 PM,6.37,1.4
12180,4/9/2008,5:15:21 PM,6.37,1.3
12182,4/9/2008,6:15:21 PM,6.573,1.3
12184,4/9/2008,7:15:21 PM,6.978,1.3
12186,4/9/2008,8:15:21 PM,7.481,1.2
12188,4/9/2008,9:15:21 PM,8.082,1.2
12190,4/9/2008,10:15:21 PM,8.68,1.7
12192,4/9/2008,11:15:21 PM,9.373,2.3
12194,4/10/2008,12:15:21 AM,10.161,2.6
12196,4/10/2008,1:15:21 AM,10.259,2.5
12198,4/10/2008,2:15:21 AM,10.259,2.3
12200,4/10/2008,3:15:21 AM,9.571,1.9
12202,4/10/2008,4:15:21 AM,9.077,1.5
12204,4/10/2008,5:15:21 AM,8.779,1.3
12206,4/10/2008,6:15:21 AM,8.581,1.2
12208,4/10/2008,7:15:21 AM,8.481,1.2
12210,4/10/2008,8:15:21 AM,8.481,1.7
12212,4/10/2008,9:15:21 AM,8.779,2.3
12214,4/10/2008,10:15:21 AM,9.472,2.8
12216,4/10/2008,11:15:21 AM,8.382,3.1
12218,4/10/2008,12:15:21 PM,7.782,3.2
12220,4/10/2008,1:15:21 PM,7.782,3.0
12222,4/10/2008,2:15:21 PM,8.082,2.5
12224,4/10/2008,3:15:21 PM,8.282,2.0
12226,4/10/2008,4:15:21 PM,8.082,1.5
12228,4/10/2008,5:15:21 PM,7.983,1.3
12230,4/10/2008,6:15:21 PM,8.082,1.3
12232,4/10/2008,7:15:21 PM,8.382,1.3
12234,4/10/2008,8:15:21 PM,8.779,1.3
12236,4/10/2008,9:15:21 PM,8.978,1.2
12238,4/10/2008,10:15:21 PM,9.275,1.2
12240,4/10/2008,11:15:21 PM,9.571,1.6
12242,4/11/2008,12:15:21 AM,9.472,2.0
12244,4/11/2008,1:15:21 AM,10.259,2.3
12246,4/11/2008,2:15:21 AM,10.161,2.3
12248,4/11/2008,3:15:21 AM,10.161,2.1
12250,4/11/2008,4:15:21 AM,9.669,1.8
12252,4/11/2008,5:15:21 AM,9.472,1.4
12254,4/11/2008,6:15:21 AM,9.176,1.2
12256,4/11/2008,7:15:21 AM,8.978,1.2
12258,4/11/2008,8:15:21 AM,8.68,1.3
12260,4/11/2008,9:15:21 AM,8.481,1.7
12262,4/11/2008,10:15:21 AM,8.481,2.2
12264,4/11/2008,11:15:21 AM,8.481,2.6
12266,4/11/2008,12:15:21 PM,7.983,2.8
12268,4/11/2008,1:15:21 PM,7.682,2.8
12270,4/11/2008,2:15:21 PM,7.782,2.6
12272,4/11/2008,3:15:21 PM,7.882,2.1
12274,4/11/2008,4:15:21 PM,7.582,1.6
12276,4/11/2008,5:15:21 PM,7.28,1.3
12278,4/11/2008,6:15:21 PM,7.381,1.2
12280,4/11/2008,7:15:21 PM,7.682,1.1
12282,4/11/2008,8:15:21 PM,8.282,1.1
12284,4/11/2008,9:15:21 PM,9.077,1.1
12286,4/11/2008,10:15:21 PM,10.161,1.1
12288,4/11/2008,11:15:21 PM,11.625,1.1
12290,4/12/2008,12:15:21 AM,12.787,1.3
12292,4/12/2008,1:15:21 AM,12.787,1.8
12294,4/12/2008,2:15:21 AM,15.282,2.1
12296,4/12/2008,3:15:21 AM,14.517,2.1
12298,4/12/2008,4:15:21 AM,14.804,2.0
12300,4/12/2008,5:15:21 AM,14.134,1.7
12302,4/12/2008,6:15:21 AM,12.497,1.4
12304,4/12/2008,7:15:21 AM,12.207,1.2
12306,4/12/2008,8:15:21 AM,11.916,1.1
12308,4/12/2008,9:15:21 AM,11.722,1.3
12310,4/12/2008,10:15:21 AM,11.625,1.6
12312,4/12/2008,11:15:21 AM,12.11,2.0
12314,4/12/2008,12:15:21 PM,12.013,2.3
12316,4/12/2008,1:15:21 PM,11.041,2.6
12318,4/12/2008,2:15:21 PM,10.651,2.6
12320,4/12/2008,3:15:21 PM,10.748,2.4
12322,4/12/2008,4:15:21 PM,11.334,2.0
12324,4/12/2008,5:15:21 PM,11.236,1.6
12326,4/12/2008,6:15:21 PM,10.748,1.3
12328,4/12/2008,7:15:21 PM,10.748,1.1
12330,4/12/2008,8:15:21 PM,11.334,1.1
12332,4/12/2008,9:15:21 PM,12.013,1.1
12334,4/12/2008,10:15:21 PM,12.883,1.1
12336,4/12/2008,11:15:21 PM,13.942,1.1
12338,4/13/2008,12:15:21 AM,14.709,1.1
12340,4/13/2008,1:15:21 AM,15.282,1.4
12342,4/13/2008,2:15:21 AM,16.046,1.9
12344,4/13/2008,3:15:21 AM,17.094,2.2
12346,4/13/2008,4:15:21 AM,15.282,2.3
12348,4/13/2008,5:15:21 AM,14.996,2.2
12350,4/13/2008,6:15:21 AM,16.523,1.9
12352,4/13/2008,7:15:21 AM,15.569,1.6
12354,4/13/2008,8:15:21 AM,14.421,1.4
12356,4/13/2008,9:15:21 AM,13.942,1.2
12358,4/13/2008,10:15:21 AM,13.75,1.3
12360,4/13/2008,11:15:21 AM,13.654,1.5
12362,4/13/2008,12:15:21 PM,14.134,1.9
12364,4/13/2008,1:15:21 PM,14.325,2.2
12366,4/13/2008,2:15:21 PM,12.787,2.5
12368,4/13/2008,3:15:21 PM,11.916,2.6
12370,4/13/2008,4:15:21 PM,12.013,2.4
12372,4/13/2008,5:15:21 PM,13.076,2.1
12374,4/13/2008,6:15:21 PM,13.654,1.7
12376,4/13/2008,7:15:21 PM,13.173,1.3
12378,4/13/2008,8:15:21 PM,12.98,1.1
12380,4/13/2008,9:15:21 PM,12.883,1.1
12382,4/13/2008,10:15:21 PM,12.98,1.1
12384,4/13/2008,11:15:21 PM,12.98,1.1
12386,4/14/2008,12:15:21 AM,12.98,1.1
12388,4/14/2008,1:15:21 AM,12.883,1.1
12390,4/14/2008,2:15:21 AM,12.787,1.3
12392,4/14/2008,3:15:21 AM,12.883,1.9
12394,4/14/2008,4:15:21 AM,11.625,2.2
12396,4/14/2008,5:15:21 AM,11.041,2.3
12398,4/14/2008,6:15:21 AM,11.041,2.3
12400,4/14/2008,7:15:21 AM,11.139,2.0
12402,4/14/2008,8:15:21 AM,11.819,1.7
12404,4/14/2008,9:15:21 AM,11.916,1.4
12406,4/14/2008,10:15:21 AM,11.431,1.2
12408,4/14/2008,11:15:21 AM,11.041,1.1
12410,4/14/2008,12:15:21 PM,10.846,1.3
12412,4/14/2008,1:15:21 PM,10.846,1.6
12414,4/14/2008,2:15:21 PM,10.748,2.0
12416,4/14/2008,3:15:21 PM,10.063,2.3
12418,4/14/2008,4:15:21 PM,9.571,2.5
12420,4/14/2008,5:15:21 PM,9.571,2.5
12422,4/14/2008,6:15:21 PM,9.768,2.2
12424,4/14/2008,7:15:21 PM,10.259,1.9
12426,4/14/2008,8:15:21 PM,10.553,1.5
12428,4/14/2008,9:15:21 PM,10.455,1.2
12430,4/14/2008,10:15:21 PM,10.846,1.1
12432,4/14/2008,11:15:21 PM,11.139,1.1
12434,4/15/2008,12:15:21 AM,11.722,1.1
12436,4/15/2008,1:15:21 AM,11.722,1.1
12438,4/15/2008,2:15:21 AM,11.528,1.1
12440,4/15/2008,3:15:21 AM,11.236,1.5
12442,4/15/2008,4:15:21 AM,11.431,2.0
12444,4/15/2008,5:15:21 AM,10.651,2.4
12446,4/15/2008,6:15:21 AM,10.063,2.5
12448,4/15/2008,7:15:21 AM,9.965,2.4
12450,4/15/2008,8:15:21 AM,10.161,2.1
12452,4/15/2008,9:15:21 AM,10.553,1.8
12454,4/15/2008,10:15:21 AM,10.063,1.4
12456,4/15/2008,11:15:21 AM,9.472,1.2
12458,4/15/2008,12:15:21 PM,9.176,1.2
12460,4/15/2008,1:15:21 PM,8.879,1.1
12462,4/15/2008,2:15:21 PM,8.68,1.4
12464,4/15/2008,3:15:21 PM,8.879,1.8
12466,4/15/2008,4:15:21 PM,8.779,2.2
12468,4/15/2008,5:15:21 PM,8.282,2.4
12470,4/15/2008,6:15:21 PM,8.282,2.5
12472,4/15/2008,7:15:21 PM,8.382,2.3
12474,4/15/2008,8:15:21 PM,8.779,1.9
12476,4/15/2008,9:15:21 PM,9.077,1.5
12478,4/15/2008,10:15:21 PM,9.077,1.2
12480,4/15/2008,11:15:21 PM,9.077,1.2
12482,4/16/2008,12:15:21 AM,9.176,1.1
12484,4/16/2008,1:15:21 AM,9.275,1.1
12486,4/16/2008,2:15:21 AM,9.373,1.1
12488,4/16/2008,3:15:21 AM,9.275,1.1
12490,4/16/2008,4:15:21 AM,9.275,1.6
12492,4/16/2008,5:15:21 AM,9.275,2.2
12494,4/16/2008,6:15:21 AM,8.978,2.5
12496,4/16/2008,7:15:21 AM,8.879,2.6
12498,4/16/2008,8:15:21 AM,8.879,2.4
12500,4/16/2008,9:15:21 AM,8.879,2.1
12502,4/16/2008,10:15:21 AM,8.879,1.6
12504,4/16/2008,11:15:21 AM,8.68,1.3
12506,4/16/2008,12:15:21 PM,8.581,1.2
12508,4/16/2008,1:15:21 PM,8.481,1.1
12510,4/16/2008,2:15:21 PM,8.382,1.1
12512,4/16/2008,3:15:21 PM,8.282,1.1
12514,4/16/2008,4:15:21 PM,8.481,1.6
12516,4/16/2008,5:15:21 PM,8.581,2.1
12518,4/16/2008,6:15:21 PM,8.382,2.4
12520,4/16/2008,7:15:21 PM,8.182,2.5
12522,4/16/2008,8:15:21 PM,8.481,2.3
12524,4/16/2008,9:15:21 PM,8.879,1.9
12526,4/16/2008,10:15:21 PM,9.176,1.5
12528,4/16/2008,11:15:21 PM,9.373,1.2
12530,4/17/2008,12:15:21 AM,9.472,1.1
12532,4/17/2008,1:15:21 AM,9.669,1.1
12534,4/17/2008,2:15:21 AM,9.669,1.1
12536,4/17/2008,3:15:21 AM,9.669,1.1
12538,4/17/2008,4:15:21 AM,9.669,1.1
12540,4/17/2008,5:15:21 AM,9.571,1.8
12542,4/17/2008,6:15:21 AM,9.077,2.3
12544,4/17/2008,7:15:21 AM,8.978,2.6
12546,4/17/2008,8:15:21 AM,8.879,2.6
12548,4/17/2008,9:15:21 AM,8.779,2.3
12550,4/17/2008,10:15:21 AM,8.879,1.9
12552,4/17/2008,11:15:21 AM,8.879,1.4
12554,4/17/2008,12:15:21 PM,8.779,1.2
12556,4/17/2008,1:15:21 PM,8.68,1.1
12558,4/17/2008,2:15:21 PM,8.581,1.1
12560,4/17/2008,3:15:21 PM,8.481,1.1
12562,4/17/2008,4:15:21 PM,8.481,1.1
12564,4/17/2008,5:15:21 PM,8.68,1.5
12566,4/17/2008,6:15:21 PM,8.978,2.1
12568,4/17/2008,7:15:21 PM,8.978,2.4
12570,4/17/2008,8:15:21 PM,9.077,2.4
12572,4/17/2008,9:15:21 PM,9.275,2.2
12574,4/17/2008,10:15:21 PM,9.571,1.8
12576,4/17/2008,11:15:21 PM,9.669,1.4
12578,4/18/2008,12:15:21 AM,9.866,1.2
12580,4/18/2008,1:15:21 AM,9.965,1.1
12582,4/18/2008,2:15:21 AM,9.965,1.1
12584,4/18/2008,3:15:21 AM,9.965,1.1
12586,4/18/2008,4:15:21 AM,9.866,1.1
12588,4/18/2008,5:15:21 AM,9.669,1.5
12590,4/18/2008,6:15:21 AM,9.472,2.1
12592,4/18/2008,7:15:21 AM,8.879,2.5
12594,4/18/2008,8:15:21 AM,8.779,2.7
12596,4/18/2008,9:15:21 AM,8.68,2.6
12598,4/18/2008,10:15:21 AM,8.779,2.2
12600,4/18/2008,11:15:21 AM,8.879,1.7
12602,4/18/2008,12:15:21 PM,8.879,1.3
12604,4/18/2008,1:15:21 PM,8.68,1.1
12606,4/18/2008,2:15:21 PM,8.581,1.1
12608,4/18/2008,3:15:21 PM,8.481,1.1
12610,4/18/2008,4:15:21 PM,8.382,1.1
12612,4/18/2008,5:15:21 PM,8.481,1.1
12614,4/18/2008,6:15:21 PM,8.481,1.6
12616,4/18/2008,7:15:21 PM,8.581,2.2
12618,4/18/2008,8:15:21 PM,8.581,2.4
12620,4/18/2008,9:15:21 PM,8.68,2.5
12622,4/18/2008,10:15:21 PM,8.978,2.2
12624,4/18/2008,11:15:21 PM,9.176,1.8
12626,4/19/2008,12:15:21 AM,9.275,1.4
12628,4/19/2008,1:15:21 AM,9.373,1.2
12630,4/19/2008,2:15:21 AM,9.176,1.1
12632,4/19/2008,3:15:21 AM,8.978,1.1
12634,4/19/2008,4:15:21 AM,8.779,1.1
12636,4/19/2008,5:15:21 AM,8.581,1.2
12638,4/19/2008,6:15:21 AM,8.082,2.0
12640,4/19/2008,7:15:21 AM,7.983,2.5
12642,4/19/2008,8:15:21 AM,7.882,2.8
12644,4/19/2008,9:15:21 AM,7.983,2.8
12646,4/19/2008,10:15:21 AM,7.682,2.5
12648,4/19/2008,11:15:21 AM,7.481,2.0
12650,4/19/2008,12:15:21 PM,7.28,1.5
12652,4/19/2008,1:15:21 PM,7.079,1.2
12654,4/19/2008,2:15:21 PM,6.877,1.1
12656,4/19/2008,3:15:21 PM,6.674,1.1
12658,4/19/2008,4:15:21 PM,6.674,1.1
12660,4/19/2008,5:15:21 PM,6.674,1.1
12662,4/19/2008,6:15:21 PM,6.674,1.1
12664,4/19/2008,7:15:21 PM,7.079,1.9
12666,4/19/2008,8:15:21 PM,8.082,2.4
12668,4/19/2008,9:15:21 PM,8.581,2.6
12670,4/19/2008,10:15:21 PM,8.779,2.5
12672,4/19/2008,11:15:21 PM,8.581,2.2
12674,4/20/2008,12:15:21 AM,8.182,1.8
12676,4/20/2008,1:15:21 AM,7.983,1.4
12678,4/20/2008,2:15:21 AM,7.882,1.2
12680,4/20/2008,3:15:21 AM,7.582,1.1
12682,4/20/2008,4:15:21 AM,7.481,1.1
12684,4/20/2008,5:15:21 AM,7.28,1.1
12686,4/20/2008,6:15:21 AM,7.28,1.9
12688,4/20/2008,7:15:21 AM,7.381,2.4
12690,4/20/2008,8:15:21 AM,7.28,2.8
12692,4/20/2008,9:15:21 AM,7.28,2.9
12694,4/20/2008,10:15:21 AM,7.179,2.7
12696,4/20/2008,11:15:21 AM,6.978,2.3
12698,4/20/2008,12:15:21 PM,6.674,1.8
12700,4/20/2008,1:15:21 PM,6.37,1.4
12702,4/20/2008,2:15:21 PM,6.166,1.2
12704,4/20/2008,3:15:21 PM,6.064,1.2
12706,4/20/2008,4:15:21 PM,6.064,1.2
12708,4/20/2008,5:15:21 PM,6.064,1.2
12710,4/20/2008,6:15:21 PM,6.268,1.2
12712,4/20/2008,7:15:21 PM,6.674,1.3
12714,4/20/2008,8:15:21 PM,8.282,2.0
12716,4/20/2008,9:15:21 PM,9.866,2.4
12718,4/20/2008,10:15:21 PM,10.161,2.6
12720,4/20/2008,11:15:21 PM,10.455,2.4
12722,4/21/2008,12:15:21 AM,10.748,2.1
12724,4/21/2008,1:15:21 AM,10.161,1.6
12726,4/21/2008,2:15:21 AM,9.373,1.3
12728,4/21/2008,3:15:21 AM,9.077,1.2
12730,4/21/2008,4:15:21 AM,8.879,1.1
12732,4/21/2008,5:15:21 AM,8.68,1.1
12734,4/21/2008,6:15:21 AM,8.481,1.5
12736,4/21/2008,7:15:21 AM,8.481,2.2
12738,4/21/2008,8:15:21 AM,8.382,2.6
12740,4/21/2008,9:15:21 AM,8.082,2.9
12742,4/21/2008,10:15:21 AM,8.082,2.8
12744,4/21/2008,11:15:21 AM,7.882,2.5
12746,4/21/2008,12:15:21 PM,7.882,2.0
12748,4/21/2008,1:15:21 PM,7.481,1.5
12750,4/21/2008,2:15:21 PM,7.079,1.2
12752,4/21/2008,3:15:21 PM,6.877,1.1
12754,4/21/2008,4:15:21 PM,6.877,1.1
12756,4/21/2008,5:15:21 PM,6.877,1.1
12758,4/21/2008,6:15:21 PM,6.877,1.1
12760,4/21/2008,7:15:21 PM,7.179,1.1
12762,4/21/2008,8:15:21 PM,7.481,1.5
12764,4/21/2008,9:15:21 PM,8.68,2.1
12766,4/21/2008,10:15:21 PM,9.077,2.5
12768,4/21/2008,11:15:21 PM,9.176,2.5
12770,4/22/2008,12:15:21 AM,9.176,2.3
12772,4/22/2008,1:15:21 AM,9.077,1.9
12774,4/22/2008,2:15:21 AM,8.481,1.5
12776,4/22/2008,3:15:21 AM,8.082,1.2
12778,4/22/2008,4:15:21 AM,7.882,1.1
12780,4/22/2008,5:15:21 AM,7.682,1.1
12782,4/22/2008,6:15:21 AM,7.582,1.4
12784,4/22/2008,7:15:21 AM,7.782,2.0
12786,4/22/2008,8:15:21 AM,8.282,2.5
12788,4/22/2008,9:15:21 AM,8.382,2.8
12790,4/22/2008,10:15:21 AM,8.082,2.9
12792,4/22/2008,11:15:21 AM,8.082,2.7
12794,4/22/2008,12:15:21 PM,7.983,2.3
12796,4/22/2008,1:15:21 PM,7.582,1.7
12798,4/22/2008,2:15:21 PM,7.079,1.3
12800,4/22/2008,3:15:21 PM,6.775,1.1
12802,4/22/2008,4:15:21 PM,6.775,1.1
12804,4/22/2008,5:15:21 PM,6.877,1.1
12806,4/22/2008,6:15:21 PM,7.179,1.1
12808,4/22/2008,7:15:21 PM,7.582,1.1
12810,4/22/2008,8:15:21 PM,7.983,1.1
12812,4/22/2008,9:15:21 PM,8.382,1.8
12814,4/22/2008,10:15:21 PM,9.077,2.3
12816,4/22/2008,11:15:21 PM,8.879,2.5
12818,4/23/2008,12:15:21 AM,8.879,2.5
12820,4/23/2008,1:15:21 AM,8.978,2.2
12822,4/23/2008,2:15:21 AM,9.077,1.8
12824,4/23/2008,3:15:21 AM,8.68,1.5
12826,4/23/2008,4:15:21 AM,8.282,1.3
12828,4/23/2008,5:15:21 AM,8.082,1.2
12830,4/23/2008,6:15:21 AM,8.082,1.5
12832,4/23/2008,7:15:21 AM,8.282,2.0
12834,4/23/2008,8:15:21 AM,8.581,2.5
12836,4/23/2008,9:15:21 AM,8.68,2.9
12838,4/23/2008,10:15:21 AM,8.68,3.1
12840,4/23/2008,11:15:21 AM,8.581,3.0
12842,4/23/2008,12:15:21 PM,8.481,2.7
12844,4/23/2008,1:15:21 PM,8.182,2.2
12846,4/23/2008,2:15:21 PM,7.782,1.7
12848,4/23/2008,3:15:21 PM,7.381,1.3
12850,4/23/2008,4:15:21 PM,7.179,1.2
12852,4/23/2008,5:15:21 PM,7.179,1.2
12854,4/23/2008,6:15:21 PM,7.079,1.2
12856,4/23/2008,7:15:21 PM,6.978,1.2
12858,4/23/2008,8:15:21 PM,6.978,1.2
12860,4/23/2008,9:15:21 PM,7.079,1.7
12862,4/23/2008,10:15:21 PM,7.28,2.2
12864,4/23/2008,11:15:21 PM,7.582,2.5
12866,4/24/2008,12:15:21 AM,7.782,2.6
12868,4/24/2008,1:15:21 AM,7.782,2.5
12870,4/24/2008,2:15:21 AM,7.782,2.2
12872,4/24/2008,3:15:21 AM,7.582,1.9
12874,4/24/2008,4:15:21 AM,7.582,1.6
12876,4/24/2008,5:15:21 AM,7.481,1.4
12878,4/24/2008,6:15:21 AM,7.381,1.6
12880,4/24/2008,7:15:21 AM,7.381,1.9
12882,4/24/2008,8:15:21 AM,7.381,2.3
12884,4/24/2008,9:15:21 AM,7.682,2.7
12886,4/24/2008,10:15:21 AM,8.182,3.0
12888,4/24/2008,11:15:21 AM,8.182,3.0
12890,4/24/2008,12:15:21 PM,8.082,2.8
12892,4/24/2008,1:15:21 PM,7.782,2.5
12894,4/24/2008,2:15:21 PM,7.381,2.0
12896,4/24/2008,3:15:21 PM,7.079,1.5
12898,4/24/2008,4:15:21 PM,6.978,1.3
12900,4/24/2008,5:15:21 PM,7.079,1.2
12902,4/24/2008,6:15:21 PM,7.381,1.2
12904,4/24/2008,7:15:21 PM,7.782,1.2
12906,4/24/2008,8:15:21 PM,8.382,1.2
12908,4/24/2008,9:15:21 PM,8.978,1.2
12910,4/24/2008,10:15:21 PM,9.275,1.7
12912,4/24/2008,11:15:21 PM,11.528,2.1
12914,4/25/2008,12:15:21 AM,12.401,2.3
12916,4/25/2008,1:15:21 AM,11.916,2.3
12918,4/25/2008,2:15:21 AM,12.401,2.2
12920,4/25/2008,3:15:21 AM,11.916,1.9
12922,4/25/2008,4:15:21 AM,10.553,1.5
12924,4/25/2008,5:15:21 AM,10.063,1.3
12926,4/25/2008,6:15:21 AM,9.965,1.3
12928,4/25/2008,7:15:21 AM,9.866,1.5
12930,4/25/2008,8:15:21 AM,9.965,1.9
12932,4/25/2008,9:15:21 AM,10.748,2.2
12934,4/25/2008,10:15:21 AM,10.553,2.5
12936,4/25/2008,11:15:21 AM,10.161,2.7
12938,4/25/2008,12:15:21 PM,9.965,2.7
12940,4/25/2008,1:15:21 PM,10.063,2.4
12942,4/25/2008,2:15:21 PM,10.063,2.0
12944,4/25/2008,3:15:21 PM,9.373,1.6
12946,4/25/2008,4:15:21 PM,8.779,1.2
12948,4/25/2008,5:15:21 PM,8.68,1.2
12950,4/25/2008,6:15:21 PM,8.779,1.1
12952,4/25/2008,7:15:21 PM,9.176,1.1
12954,4/25/2008,8:15:21 PM,9.768,1.1
12956,4/25/2008,9:15:21 PM,10.161,1.1
12958,4/25/2008,10:15:21 PM,10.944,1.1
12960,4/25/2008,11:15:21 PM,12.497,1.6
12962,4/26/2008,12:15:21 AM,15.473,2.0
12964,4/26/2008,1:15:21 AM,15.951,2.1
12966,4/26/2008,2:15:21 AM,15.378,2.1
12968,4/26/2008,3:15:21 AM,15.855,1.9
12970,4/26/2008,4:15:21 AM,14.709,1.6
12972,4/26/2008,5:15:21 AM,13.269,1.4
12974,4/26/2008,6:15:21 AM,12.594,1.2
12976,4/26/2008,7:15:21 AM,12.304,1.3
12978,4/26/2008,8:15:21 AM,12.207,1.6
12980,4/26/2008,9:15:21 AM,12.787,1.9
12982,4/26/2008,10:15:21 AM,13.365,2.2
12984,4/26/2008,11:15:21 AM,12.401,2.4
12986,4/26/2008,12:15:21 PM,11.819,2.5
12988,4/26/2008,1:15:21 PM,11.722,2.4
12990,4/26/2008,2:15:21 PM,12.013,2.1
12992,4/26/2008,3:15:21 PM,11.916,1.7
12994,4/26/2008,4:15:21 PM,10.846,1.4
12996,4/26/2008,5:15:21 PM,10.259,1.2
12998,4/26/2008,6:15:21 PM,10.259,1.1
13000,4/26/2008,7:15:21 PM,10.651,1.1
13002,4/26/2008,8:15:21 PM,11.236,1.1
13004,4/26/2008,9:15:21 PM,12.013,1.1
13006,4/26/2008,10:15:21 PM,12.594,1.1
13008,4/26/2008,11:15:21 PM,13.269,1.1
13010,4/27/2008,12:15:21 AM,15.187,1.7
13012,4/27/2008,1:15:21 AM,16.808,2.0
13014,4/27/2008,2:15:21 AM,15.473,2.1
13016,4/27/2008,3:15:21 AM,14.996,2.1
13018,4/27/2008,4:15:21 AM,15.664,1.9
13020,4/27/2008,5:15:21 AM,16.237,1.6
13022,4/27/2008,6:15:21 AM,15.282,1.5
13024,4/27/2008,7:15:21 AM,14.517,1.4
13026,4/27/2008,8:15:21 AM,14.325,1.4
13028,4/27/2008,9:15:21 AM,14.421,1.6
13030,4/27/2008,10:15:21 AM,14.804,1.9
13032,4/27/2008,11:15:21 AM,13.942,2.2
13034,4/27/2008,12:15:21 PM,12.787,2.4
13036,4/27/2008,1:15:21 PM,12.304,2.4
13038,4/27/2008,2:15:21 PM,12.304,2.3
13040,4/27/2008,3:15:21 PM,12.883,2.0
13042,4/27/2008,4:15:21 PM,13.365,1.7
13044,4/27/2008,5:15:21 PM,12.883,1.3
13046,4/27/2008,6:15:21 PM,12.594,1.1
13048,4/27/2008,7:15:21 PM,12.69,1.1
